time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2013-04-30T05:14:55.600Z,36.9655,-121.4532,6.5,3,Ml,,39.6,0.04491576,0.09,nc,nc71979590,2013-05-02T22:03:34.143Z,"11km ESE of Gilroy, California",earthquake
2013-04-28T03:09:30.900Z,36.7678,-121.4808,6.4,2.6,Md,,32.4,0.01796631,0.17,nc,nc71978465,2013-04-30T01:36:11.409Z,"10km SSE of San Juan Bautista, California",earthquake
2013-04-24T22:45:29.000Z,36.703,-121.3393,4.6,2.7,Md,,36,0.00898315,0.08,nc,nc71976605,2013-04-26T16:36:00.947Z,"12km S of Ridgemark, California",earthquake
2013-04-22T20:07:08.600Z,38.8315,-122.7987,1.9,2.7,Md,,25.2,0.00898315,0.06,nc,nc71975475,2013-04-23T21:18:09.832Z,"6km W of Cobb, California",earthquake
2013-04-20T00:30:39.100Z,37.4602,-121.7727,8.2,3.1,Ml,,64.8,0.08084838,0.15,nc,nc71974010,2013-04-22T18:02:25.882Z,"9km NNE of East Foothills, California",earthquake
2013-04-18T02:04:36.400Z,38.8145,-122.8165,3.3,3,Md,,25.2,0.00898315,0.05,nc,nc71973060,2013-04-19T07:18:07.313Z,"8km W of Cobb, California",earthquake
2013-04-16T11:29:24.400Z,39.3433,-122.905,9.5,2.6,Md,,32.4,0.1527136,0.13,nc,nc71972110,2013-04-17T07:21:11.083Z,"19km N of Upper Lake, California",earthquake
2013-04-16T11:15:21.100Z,36.611,-121.219,6.7,2.7,Md,,28.8,0.04491576,0.08,nc,nc71972105,2013-04-17T19:23:19.322Z,"22km NNE of Soledad, California",earthquake
2013-04-16T00:09:10.300Z,38.7895,-122.7483,4.2,3.5,Ml,,28.8,0.00898315,0.07,nc,nc71971865,2013-04-20T00:39:16.064Z,"4km SSW of Cobb, California",earthquake
2013-04-13T22:22:04.300Z,38.8077,-122.8117,4.2,2.9,Md,,21.6,0.00898315,0.07,nc,nc71970860,2013-04-17T01:14:10.172Z,"7km WSW of Cobb, California",earthquake
2013-04-13T05:01:57.000Z,36.8312,-121.5728,6.8,2.9,Md,,36,0.02694946,0.15,nc,nc71970585,2013-06-10T22:05:59.644Z,"3km WSW of San Juan Bautista, California",earthquake
2013-04-13T04:47:44.700Z,38.8107,-122.8133,2.2,2.7,Md,,21.6,0.00898315,0.07,nc,nc71970550,2013-04-18T05:14:11.017Z,"7km W of Cobb, California",earthquake
2013-04-12T18:40:41.100Z,38.8365,-122.797,3.2,2.5,Md,,25.2,0.00898315,0.07,nc,nc71970275,2013-04-13T04:14:10.582Z,"6km WNW of Cobb, California",earthquake
2013-04-11T20:25:14.300Z,37.866,-121.7905,13.5,2.6,Md,,68.4,0.05389892,0.17,nc,nc71969805,2013-06-28T04:09:02.437Z,"8km SW of Brentwood, California",earthquake
2013-04-09T18:39:35.400Z,36.5762,-121.1345,11.3,2.9,Md,,39.6,0.04491576,0.08,nc,nc71968790,2013-06-10T22:01:01.304Z,"24km NE of Soledad, California",earthquake
2013-04-07T23:14:38.100Z,38.8263,-123.6078,4.5,2.7,Md,,205.2,0.08983153,0.16,nc,nc71968010,2013-04-09T02:29:00.239Z,"11km SE of Point Arena, California",earthquake
2013-04-07T05:34:07.100Z,38.8215,-122.761,2.5,2.6,Md,,32.4,0.00898315,0.07,nc,nc71967530,2013-04-09T06:13:08.126Z,"3km W of Cobb, California",earthquake
2013-04-06T14:13:41.100Z,38.7933,-122.7922,1.5,2.5,Md,,21.6,0,0.06,nc,nc71967205,2013-04-09T02:56:09.728Z,"6km WSW of Cobb, California",earthquake
2013-04-05T09:32:45.700Z,36.9615,-121.4543,5.1,2.8,Md,,39.6,0.04491576,0.09,nc,nc71966580,2013-04-12T14:52:12.434Z,"11km ESE of Gilroy, California",earthquake
2013-04-01T07:51:56.300Z,36.9597,-121.449,5.4,2.7,Md,,39.6,0.04491576,0.08,nc,nc71964200,2013-04-02T03:02:09.861Z,"11km ESE of Gilroy, California",earthquake
2013-03-31T13:06:30.500Z,36.8205,-120.8758,2.4,2.7,Md,,118.8,0.04491576,0.12,nc,nc71963830,2013-04-02T04:01:11.708Z,"25km SW of South Dos Palos, California",earthquake
2013-03-31T13:05:59.800Z,36.8235,-120.8462,7.1,2.9,Ml,,97.2,0.02694946,0.1,nc,nc71963825,2013-06-10T21:59:02.760Z,"23km SW of South Dos Palos, California",earthquake
2013-03-28T05:04:36.700Z,38.7558,-122.7195,2,2.5,Md,,25.2,0.01796631,0.08,nc,nc71961885,2013-03-29T00:59:12.039Z,"7km S of Cobb, California",earthquake
2013-03-26T10:43:59.900Z,36.9368,-121.431,7.8,3,Md,,28.8,0.05389892,0.1,nc,nc71960760,2013-03-28T00:46:47.641Z,"9km NNW of Hollister, California",earthquake
2013-03-25T14:19:15.500Z,36.6553,-121.2752,5.4,2.5,Md,,39.6,0.05389892,0.07,nc,nc71960345,2013-03-26T07:14:13.734Z,"19km SSE of Ridgemark, California",earthquake
2013-03-25T11:28:12.500Z,36.6542,-121.2727,5.5,2.6,Md,,39.6,0.05389892,0.06,nc,nc71960305,2013-03-26T08:44:09.186Z,"19km SSE of Ridgemark, California",earthquake
2013-03-25T10:20:28.500Z,38.8367,-122.808,2.9,2.7,Md,,28.8,0.00898315,0.07,nc,nc71960250,2013-03-26T09:43:07.068Z,"7km WNW of Cobb, California",earthquake
2013-03-20T11:51:14.700Z,37.754,-122.5725,7.4,2.5,Md,,100.8,0.05389892,0.07,nc,nc71957540,2013-03-22T17:49:21.732Z,"10km NW of Broadmoor, California",earthquake
2013-03-18T18:38:49.700Z,38.786,-122.7618,1.4,2.7,Md,,28.8,0.01796631,0.06,nc,nc71956830,2013-03-19T19:16:11.290Z,"5km SW of Cobb, California",earthquake
2013-03-15T06:07:03.500Z,38.7737,-122.7127,2.8,2.5,Md,,21.6,0,0.1,nc,nc71955160,2013-03-15T19:20:10.636Z,"5km S of Cobb, California",earthquake
2013-03-14T09:12:52.100Z,38.8107,-122.7778,1.1,2.8,Ml,,50.4,0,0.06,nc,nc71070279,2013-03-15T22:47:09.464Z,"4km WSW of Cobb, California",earthquake
2013-03-14T09:12:46.700Z,38.8158,-122.7847,1.1,2.7,Md,,28.8,0,0.07,nc,nc71954075,2013-03-15T04:16:51.001Z,"5km W of Cobb, California",earthquake
2013-03-14T09:10:58.600Z,38.8255,-122.7797,2.4,3,Md,,46.8,0.00898315,0.06,nc,nc71070284,2013-03-16T00:36:06.830Z,"4km W of Cobb, California",earthquake
2013-03-14T09:10:41.000Z,38.825,-122.7978,4.1,3.4,Md,,50.4,0.00898315,0.06,nc,nc71070229,2013-03-15T00:45:26.298Z,"6km W of Cobb, California",earthquake
2013-03-14T09:10:09.400Z,38.827,-122.7973,3.6,3.9,Mw,,32.4,0.00898315,0.08,nc,nc71070214,2013-03-15T23:20:54.612Z,"6km W of Cobb, California",earthquake
2013-03-14T09:09:23.300Z,38.8123,-122.7862,2.2,4.5,Mw,,21.6,0,0.07,nc,nc71954065,2013-06-10T21:34:49.354Z,"5km WSW of Cobb, California",earthquake
2013-03-10T07:20:16.700Z,36.8568,-121.5932,5.8,2.8,Md,,50.4,0,0.11,nc,nc71951230,2013-06-10T21:30:52.392Z,"4km WNW of San Juan Bautista, California",earthquake
2013-03-09T10:13:09.800Z,37.6917,-123.0027,7,3.3,Mw,,219.6,0.00898315,0.21,nc,nc71950875,2013-06-10T21:29:21.718Z,"38km SW of Bolinas, California",earthquake
2013-03-08T20:26:55.200Z,37.7557,-122.566,6.9,2.7,Md,,97.2,0.04491576,0.09,nc,nc71950635,2013-03-15T04:55:54.702Z,"10km WNW of Daly City, California",earthquake
2013-03-08T07:59:45.000Z,38.7545,-122.7312,1.9,3.3,Ml,,28.8,0.00898315,0.08,nc,nc71950300,2013-06-10T21:36:01.702Z,"7km S of Cobb, California",earthquake
2013-03-07T20:27:21.300Z,38.8142,-122.786,1.2,2.5,Md,,21.6,0,0.11,nc,nc71949955,2013-03-08T21:27:10.338Z,"5km W of Cobb, California",earthquake
2013-03-04T11:56:04.400Z,38.7972,-122.7863,0.7,2.7,Md,,21.6,0,0.06,nc,nc71948135,2013-03-04T22:33:09.830Z,"6km WSW of Cobb, California",earthquake
2013-03-01T10:56:24.600Z,38.8225,-122.8067,3.2,2.9,Md,,21.6,0,0.07,nc,nc71946420,2013-03-08T10:17:15.938Z,"7km W of Cobb, California",earthquake
2013-02-28T15:06:31.000Z,38.8203,-122.804,3.7,2.5,Md,,21.6,0.00898315,0.06,nc,nc71945780,2013-03-01T00:55:11.460Z,"7km W of Cobb, California",earthquake
2013-02-24T20:48:33.400Z,38.8153,-122.814,3.3,2.5,Md,,28.8,0.00898315,0.07,nc,nc71943455,2013-02-25T23:02:06.437Z,"7km W of Cobb, California",earthquake
2013-02-24T09:55:54.800Z,37.5608,-121.9528,6.7,2.9,Ml,,28.8,0.01796631,0.15,nc,nc71943160,2013-06-10T21:25:24.187Z,"3km ENE of Fremont, California",earthquake
2013-02-22T00:55:50.800Z,37.1478,-121.5413,6.8,3.2,Ml,,57.6,0.03593261,0.12,nc,nc71942010,2013-02-25T14:28:22.306Z,"9km NE of San Martin, California",earthquake
2013-02-19T13:43:07.700Z,37.862,-121.7822,14.5,2.7,Md,,68.4,0.05389892,0.17,nc,nc71940375,2013-02-24T16:54:44.687Z,"8km SW of Brentwood, California",earthquake
2013-02-18T11:09:08.200Z,38.513,-122.6242,13.3,2.6,Md,,39.6,0.07186522,0.22,nc,nc71939715,2013-06-10T21:36:44.472Z,"8km SSW of Calistoga, California",earthquake
2013-02-17T00:42:23.000Z,37.74,-122.1557,9,2.6,Md,,50.4,0.04491576,0.11,nc,nc71938975,2013-02-24T10:07:45.582Z,"1km N of San Leandro, California",earthquake
2013-02-16T04:48:01.100Z,39.5475,-122.6957,6,2.5,Md,,68.4,0.10779783,0.13,nc,nc71938345,2013-04-02T07:06:45.290Z,"43km W of Willows, California",earthquake
2013-02-11T08:27:03.400Z,38.815,-122.8208,3,2.9,Md,,21.6,0.00898315,0.08,nc,nc71935215,2013-02-12T13:58:49.243Z,"8km W of Cobb, California",earthquake
2013-02-10T19:05:40.500Z,38.7658,-122.7397,2.4,2.6,Md,,32.4,0.01796631,0.06,nc,nc71934900,2013-02-13T04:13:09.829Z,"6km SSW of Cobb, California",earthquake
2013-02-10T18:28:35.200Z,38.7883,-122.762,2.5,2.8,Md,,28.8,0.00898315,0.07,nc,nc71934870,2013-02-13T00:46:08.782Z,"5km SW of Cobb, California",earthquake
2013-02-09T00:02:32.000Z,38.8127,-122.8192,2.5,3,Ml,,25.2,0.00898315,0.08,nc,nc71933985,2013-06-10T21:28:04.153Z,"8km W of Cobb, California",earthquake
2013-02-06T16:05:49.500Z,36.5915,-121.0515,8,2.7,Md,,61.2,0.01796631,0.12,nc,nc71932550,2013-02-13T00:24:36.700Z,"30km NE of Soledad, California",earthquake
2013-02-06T04:05:30.800Z,38.8298,-122.8327,0.7,2.8,Md,,28.8,0.00898315,0.07,nc,nc71932305,2013-02-06T20:49:08.983Z,"9km W of Cobb, California",earthquake
2013-02-04T18:30:51.700Z,38.7892,-122.7425,1.9,2.9,Md,0,39,0.01,1.17,us,usc000f10c,2013-03-06T00:54:00.048Z,"4km SSW of Cobb, California",earthquake
2013-02-03T16:51:46.600Z,37.3477,-121.7088,8.6,2.5,Md,,39.6,0.05389892,0.07,nc,nc71934461,2013-02-07T23:35:09.471Z,"10km E of Alum Rock, California",earthquake
2013-02-01T20:47:40.200Z,36.7827,-122.0898,10.8,2.5,Md,,180,0.22457882,0.16,nc,nc71933366,2013-06-10T21:07:13.631Z,"21km SSW of Santa Cruz, California",earthquake
2013-01-30T15:17:15.200Z,38.826,-122.759,1.5,2.9,Md,27,68.4,0.0296444,0,us,us2013laa7,2013-06-10T21:04:26.031Z,"3km W of Cobb, California",earthquake
2013-01-29T16:45:28.700Z,38.824,-122.795,3.8,3,Md,26,122.4,0.01976294,0,us,us2013kza6,2013-06-10T21:02:52.664Z,"6km W of Cobb, California",earthquake
2013-01-27T01:55:51.100Z,36.8232,-121.5548,5.3,2.8,Md,,25.2,0.03593261,0.12,nc,nc71929426,2013-03-14T02:05:13.026Z,"2km SSW of San Juan Bautista, California",earthquake
2013-01-25T17:38:58.700Z,38.239,-122.059,8.3,2.9,ml,26,64,,,pde,pde20130125173858700_8,2013-03-16T00:10:06.283Z,"Northern California",earthquake
2013-01-22T17:58:41.200Z,38.793,-122.768,3.7,3,md,26,32,,,pde,pde20130122175841200_3,2013-03-16T00:10:04.795Z,"Northern California",earthquake
2013-01-21T21:52:41.800Z,38.8,-122.785,0.6,2.9,Md,19,126,0.00988147,0,us,us2013krap,2013-06-10T21:13:44.502Z,"5km WSW of Cobb, California",earthquake
2013-01-19T02:38:20.900Z,36.654,-121.279,7.3,2.9,md,21,171.5,,,pde,pde20130119023820900_7,2013-03-16T00:10:03.030Z,"Central California",earthquake
2013-01-15T15:18:14.200Z,36.561,-121.074,9.4,3.3,ml,30,145.7,,,pde,pde20130115151814200_9,2013-03-16T00:10:01.538Z,"Central California",earthquake
2013-01-15T15:14:30.900Z,36.563,-121.074,9.9,3.5,mw,44,145.5,,,pde,pde20130115151430900_9,2013-03-16T00:10:01.533Z,"Central California",earthquake
2013-01-13T15:38:52.700Z,38.811,-122.812,1.7,2.8,md,19,127.3,,,pde,pde20130113153852700_1,2013-03-16T00:10:00.189Z,"Northern California",earthquake
2013-01-08T18:36:32.290Z,38.953,-122.757,2.5,2.7,md,19,61,,,pde,pde20130108183632290_2,2013-03-16T00:09:56.462Z,"Northern California",earthquake
2013-01-08T15:22:12.090Z,38.76,-122.724,1.6,3,ml,28,119.5,,,pde,pde20130108152212090_1,2013-03-16T00:09:56.360Z,"Northern California",earthquake
2013-01-07T19:55:13.400Z,36.6452,-121.1008,12.4,2.8,Md,0,43,0.05,1.51,us,usc000ekpv,2013-02-12T15:04:20.807Z,"30km SE of Ridgemark, California",earthquake
2013-01-03T21:04:25.240Z,36.564,-121.07,8.8,3.4,mw,29,162.4,,,pde,pde20130103210425240_8,2013-03-16T00:09:53.247Z,"Central California",earthquake
